,id,handle,text
257,778755177310486528,HillaryClinton,"""You would think there is almost, like, something wrong."" —Donald Trump on Mitt Romney failing to release his tax r… https://t.co/VzUQByCN2A"
258,778747606864306176,HillaryClinton,Going to bat for kids who are too often counted out has always been a priority for Hillary. https://t.co/lTxRVn3NBM
259,778731850302758912,HillaryClinton,".@TimKaine is more than just a great running mate—he's a great guy to have as a friend, too. https://t.co/5WX2qYgUjC"
260,778724315244040194,realDonaldTrump,"Great new polls! Thank you Nevada, North Carolina &amp; Ohio. Join the MOVEMENT today &amp; lets #MAGA!… https://t.co/Y8Sb8MNyXA"
261,778713373873700864,HillaryClinton,We need a president who sees the best in all of us. https://t.co/vX0Oycto1Q
263,778701067588472832,realDonaldTrump,"Thank you Toledo, Ohio! It is so important for you to get out and VOTE on November 8, 2016! Lets MAKE AMERICA SAFE… https://t.co/MQdp4GgLIE"
264,778682662781227008,HillaryClinton,"A disability shouldn't define your future.

At @ChildDefender, Hillary helped give kids the chance to succeed. https://t.co/jaMcdARYn1"
265,778673342404501504,HillaryClinton,"We believe that everyone has value.
We believe that everyone's created equal.
We believe that love trumps hate.
https://t.co/tTgeqxNqYm"
266,778672847610839040,HillaryClinton,We'll make our economy and country more welcoming to people with disabilities. We all win when everyone gets to share in America's promise.
267,778672424128811009,HillaryClinton,"The ultimate test of our society is how we treat our fellow human beings, especially those who we have previously left behind."
268,778671551298297856,HillaryClinton,Americans with disabilities deserve the chance to work alongside those without disabilities—to do the same jobs for the same pay &amp; benefits.
269,778671261819994113,HillaryClinton,"We’ve got to build an economy that welcomes people with disabilities, values their work, rewards them fairly, and treats them with respect."
270,778670985516048384,HillaryClinton,Over 60% of adults with disabilities aren’t in the workplace. We have to fix that. https://t.co/J3Jq21ejtR
272,778670110319972353,HillaryClinton,None of us gets through life alone. We all have to look out for each other and lift each other up.
276,778667640646696960,HillaryClinton,"Building an inclusive economy is another reason we’ve got to break down systemic racism, including under-investment in communities of color."
277,778667376686559232,HillaryClinton,"When we leave people out or write them off, we not only shortchange them and their dreams, we shortchange our country and our future."
278,778666930781691905,HillaryClinton,"In America, every person, no matter what you look like or who you are, should have the chance to go as far as your dreams will take you."
279,778666439540633600,HillaryClinton,"We need to come together to turn the tide, stop violence, build trust, and give all our kids the chance to grow up safe and healthy."
280,778666108853313536,HillaryClinton,We've also seen the targeting of police officers—but so many serve every day with courage and honor and are committed to reform.
281,778665779906670592,HillaryClinton,"We have two names to add to a long list of African Americans killed by police officers. It’s unbearable, and it needs to become intolerable."
282,778665476071260160,HillaryClinton,Live from Orlando: Watch Hillary share her plan for building an inclusive economy that helps everyone get ahead → https://t.co/IX06FtcZG8
284,778644136954036224,HillaryClinton,Every student should be able to graduate from college without taking on any debt. https://t.co/1aWqDOKh7p https://t.co/KHguTDbKW9
285,778604976516001796,HillaryClinton,Keith Lamont Scott. Terence Crutcher. Too many others. This has got to end. -H
286,778585375174451200,realDonaldTrump,"Hopefully the violence &amp; unrest in Charlotte will come to an immediate end. To those injured, get well soon. We need unity &amp; leadership."
287,778584630396129281,realDonaldTrump,The situations in Tulsa and Charlotte are tragic. We must come together to make America safe again.
288,778553790568001540,realDonaldTrump,"It is a MOVEMENT - not a campaign. Leaving the past behind, changing our future. Together, we will MAKE AMERICA SAF… https://t.co/Lt2L3NKzyi"
289,778431365884833792,HillaryClinton,"Have student debt? 
Planning for college?
See how much money Hillary's plan would save you:
https://t.co/fiXgr6S3Ye https://t.co/B8PCks6yXL"
290,778423145648754688,HillaryClinton,FACT: Donald Trump used his charitable foundation to purchase *multiple* six-foot-tall paintings of himself. https://t.co/tDeBH37w7h
291,778414941376245760,HillaryClinton,"A real headline about the Republican nominee: ""Trump used $258,000 from his charity to settle legal problems."" https://t.co/2LRtZB3Ri2"
292,778398968225079302,HillaryClinton,"Four months from today, our next president will walk into the Oval Office.

Help make sure it's not Donald Trump: https://t.co/Gxp2QdeIhH"
293,778387742820564992,HillaryClinton,"On this day in 1973, tennis champion Billie Jean King defeated Bobby Riggs in the “Battle of the Sexes.” https://t.co/G06Ol90j1O"
294,778385212505989120,realDonaldTrump,"Thank you Kenansville, North Carolina! Remember- on November 8th, that special interest gravy train is coming to a… https://t.co/AysJRMzvKw"
295,778353947241218048,HillaryClinton,"""You can leave this ad muted—there's nothing to hear."" —@NyleDiMarco

https://t.co/tTgeqxNqYm https://t.co/QOqcWnw7OJ"
296,778339633763643392,HillaryClinton,"Help get out the vote for Hillary (plus, get a free sticker when you sign up!): https://t.co/v4rISVHYuG"
297,778331181083418624,realDonaldTrump,"Thank you High Point, NC! I will fight for every neglected part of this nation &amp; I will fight to bring us together… https://t.co/DSaUpSptBz"
298,778330554102079488,HillaryClinton,Trump’s calls to torture and mistreat prisoners go against the very values we are fighting to defend. We’re better than this.
299,778324154269458432,HillaryClinton,Donald hasn't given his own money to the Trump Foundation since 2008—but it's still paying his bills. https://t.co/2LRtZB3Ri2
300,778313305500819456,HillaryClinton,It's time to tell @WellsFargo that Wall Street works for Main Street—not the other way around. https://t.co/mYuTS4qgF4
302,778286389448339457,HillaryClinton,Another unarmed Black man was shot in a police incident. This should be intolerable. We have so much work to do. #TerenceCrutcher -H
303,778272551659147265,HillaryClinton,Donald Trump is using his foundation—funded by other people's money—to settle lawsuits. https://t.co/2LRtZBls9A
306,778238281196662784,realDonaldTrump,"Hillary Clinton is taking the day off again, she needs the rest. Sleep well Hillary - see you at the debate!"
307,778237787355111424,realDonaldTrump,Heading to North Carolina for two big rallies. Will be there soon. We will bring jobs back where they belong!
308,778237485402980352,realDonaldTrump,Do people notice Hillary is copying my airplane rallies - she puts the plane behind her like I have been doing from the beginning.
309,778233084017840128,HillaryClinton,"""The voice of your vote is the greatest voice we have."" —@NyleDiMarco

https://t.co/tTgeqxNqYm https://t.co/X3oqEoOYsU"
310,778229963216519168,realDonaldTrump,"Thank you Nevada! #AmericaFirst
#MakeAmericaGreatAgain 
https://t.co/3KWOl2ibaW https://t.co/RJqHgq2Rn0"
311,778229686769967104,realDonaldTrump,"Thank you Georgia! #AmericaFirst
#MakeAmericaGreatAgain 
https://t.co/3KWOl2ibaW https://t.co/y01qpON7h7"
312,778202693215068161,realDonaldTrump,"Crooked Hillary has been fighting ISIS, or whatever she has been doing, for years. Now she has new ideas. It is time for change."
314,778052507037609984,HillaryClinton,Catch @FallonTonight at 11:35pm ET to see letters from some of Hillary's biggest fans. https://t.co/muVNwgLSRs
315,778036983558004736,HillaryClinton,"""You want to give me a good send-off? Go vote.” —Barack Obama: https://t.co/tTgeqxNqYm https://t.co/Jqf2jmx3D0"
316,778027605572329472,realDonaldTrump,Amazing rally in Florida - this is a MOVEMENT! Join us today at https://t.co/3KWOl2ibaW. https://t.co/BF1IqPXNho
317,778025630956912640,realDonaldTrump,"Together, we will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/XhwUGw0v2H"
318,778024608733749249,realDonaldTrump,"I will be interviewed on the @oreillyfactor - tonight from Florida, now. Enjoy!"
319,778023288761180160,HillaryClinton,Nobody in America should have to forgo a higher education because they can't afford it. https://t.co/DhSlyM6ILQ
320,778007963009179648,HillaryClinton,Barack Obama said progress is on the ballot this November. This economic data shows he’s right. https://t.co/CIoKKKIxqz
321,777998343553290241,HillaryClinton,America has never made progress by thinking one person alone can fix our problems. https://t.co/mYba5FCBrb
322,777980962877665284,HillaryClinton,"""Everyone who wants to go to college should be able to without drowning in debt."" —Hillary https://t.co/wDxspmxT9Q"
323,777966037908221952,HillaryClinton,Be a voter. Check your registration and help your friends do the same → https://t.co/tTgeqxNqYm https://t.co/yTAG2iT8WL
324,777958440211771392,realDonaldTrump,Philly FOP Chief On Presidential Endorsement: Clinton ‘Blew The Police Off' https://t.co/ATBY343pS1
326,777946240390668288,HillaryClinton,"Let’s make clear that love trumps hate—not just this November, but always. https://t.co/wDxspmxT9Q"
327,777936395319009280,HillaryClinton,Find out how much Hillary's college plan will save you: https://t.co/svkSUzhwYz https://t.co/tmHf8m2CdX
328,777917942180773888,HillaryClinton,"""The lesson she passed on to me was simple but powerful: No one gets through life alone."" —Hillary on her mom https://t.co/gzNvfNPeNu"
329,777915454186749952,HillaryClinton,"When we work together, we will trump hate. https://t.co/tTgeqxNqYm"
331,777913567676866560,realDonaldTrump,"Hillary Clinton's weakness while she was Secretary of State, has emboldened terrorists all over the world..cont: https://t.co/E5BdTiwlur"
332,777913541445771264,HillaryClinton,"We have to stand up to this hate.

We have to send a clear message: 
America is better than this.
America is better than Donald Trump."
333,777913311459418112,HillaryClinton,"We're facing a candidate with a history of discrimination in his businesses, who retweets white supremacists, and led the birther movement."
334,777913107708600320,HillaryClinton,"In a democracy, if you want to help the greatest number of people, you have to push for reform from both the outside-in and the inside-out."
335,777912462335172609,HillaryClinton,"Simply caring is not enough. To drive real progress, you have to change both hearts and laws. https://t.co/oZIm2is1lX"
338,777910489170972672,HillaryClinton,"When Americans get knocked down, we get right back up again. We refuse to quit—no matter what. 

That’s the spirit we need in this election."
339,777910435425226753,realDonaldTrump,Once again someone we were told is ok turns out to be a terrorist who wants to destroy our country &amp; its people- how did he get thru system?
340,777909915268550660,HillaryClinton,We have a Republican nominee for president who incites hatred and violence like we’ve never seen before.
341,777909432403496960,HillaryClinton,College should be tuition-free for working families and debt-free for everyone: https://t.co/lkOFcHI4Py
342,777909201481916416,HillaryClinton,"If you work hard, you should be able to find a good job that pays well and lets you do what you love and make your mark on the world."
343,777909084955762688,HillaryClinton,"We can build a cleaner, more resilient electrical grid with enough renewable energy to power every home in the country."
344,777908918970449920,HillaryClinton,"It’s wrong to tear each other down.
It’s wrong to let income inequality get worse.
It’s wrong to put a loose cannon in charge."
345,777908689227354112,HillaryClinton,This election isn’t a reality TV show. It shouldn’t be about birth certificates or name-calling or stunts to get on cable news.
346,777908242538196992,realDonaldTrump,"Great job once again by law enforcement! We are proud of them and should embrace them - without them, we don't have a country!"
347,777908063265251328,HillaryClinton,"You want something to vote for, not just against:

Optimism, not resentment.
Answers, not anger.
Ideas, not insults.
Bridges, not walls."
348,777907710205554688,HillaryClinton,"“Your generation is the most inclusive, progressive, and entrepreneurial we’ve ever seen.” —Hillary to students at @TempleUniv"
349,777907223670493184,HillaryClinton,50 days to go. Don't miss Hillary live from @TempleUniv: https://t.co/qg6J7SXrr0
350,777903138221109248,HillaryClinton,“I’m Hillary Clinton and I’ve always approved this message.” https://t.co/GgDeBBfoUm
351,777896080080003072,HillaryClinton,"“This threat is real, but so is our resolve. Americans will not cower. We will prevail.” —Hillary https://t.co/eADlIG9aQL"
